recorder_config,benchmark,variant,seed,workload_scale,replay_status,negative_replay_status,event_match,final_signature_match,capsule_bytes,events,notes
minimal,uart_command_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,105,5,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,105,5,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode
full,uart_command_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,105,5,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,105,5,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode
full,uart_command_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,105,5,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,105,5,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode
full,uart_command_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,105,5,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,105,5,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode
full,uart_command_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,105,5,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,105,5,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode
full,uart_command_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,441,21,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,1,short,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,1,short,PASS,REJECT,PASS,PASS,2772,132,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,1,short,PASS,REJECT,PASS,PASS,2772,132,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,1,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode
full,uart_command_bug,failing,1,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,2,short,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,2,short,PASS,REJECT,PASS,PASS,2772,132,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,2,short,PASS,REJECT,PASS,PASS,2772,132,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,2,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode
full,uart_command_bug,failing,2,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,3,short,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,3,short,PASS,REJECT,PASS,PASS,2772,132,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,3,short,PASS,REJECT,PASS,PASS,2772,132,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,3,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode
full,uart_command_bug,failing,3,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,4,short,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,4,short,PASS,REJECT,PASS,PASS,2772,132,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,4,short,PASS,REJECT,PASS,PASS,2772,132,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,4,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode
full,uart_command_bug,failing,4,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,5,short,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,5,short,PASS,REJECT,PASS,PASS,2772,132,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,5,short,PASS,REJECT,PASS,PASS,2772,132,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,5,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode
full,uart_command_bug,failing,5,short,PASS,REJECT,PASS,PASS,11235,535,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,1,medium,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10836,516,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10836,516,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode
full,uart_command_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,2,medium,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10836,516,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10836,516,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode
full,uart_command_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,3,medium,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10836,516,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10836,516,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode
full,uart_command_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,4,medium,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10836,516,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10836,516,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode
full,uart_command_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,5,medium,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10836,516,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10836,516,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode
full,uart_command_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43491,2071,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,1,long,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,1,long,PASS,REJECT,PASS,PASS,43092,2052,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,1,long,PASS,REJECT,PASS,PASS,43092,2052,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,1,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode
full,uart_command_bug,failing,1,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,2,long,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,2,long,PASS,REJECT,PASS,PASS,43092,2052,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,2,long,PASS,REJECT,PASS,PASS,43092,2052,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,2,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode
full,uart_command_bug,failing,2,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,3,long,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,3,long,PASS,REJECT,PASS,PASS,43092,2052,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,3,long,PASS,REJECT,PASS,PASS,43092,2052,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,3,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode
full,uart_command_bug,failing,3,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,4,long,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,4,long,PASS,REJECT,PASS,PASS,43092,2052,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,4,long,PASS,REJECT,PASS,PASS,43092,2052,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,4,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode
full,uart_command_bug,failing,4,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,5,long,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,5,long,PASS,REJECT,PASS,PASS,43092,2052,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,5,long,PASS,REJECT,PASS,PASS,43092,2052,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,5,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode
full,uart_command_bug,failing,5,long,PASS,REJECT,PASS,PASS,172515,8215,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,1,stress,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172116,8196,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172116,8196,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,1,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode
full,uart_command_bug,failing,1,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,2,stress,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,2,stress,PASS,REJECT,PASS,PASS,172116,8196,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,2,stress,PASS,REJECT,PASS,PASS,172116,8196,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,2,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode
full,uart_command_bug,failing,2,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,3,stress,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,3,stress,PASS,REJECT,PASS,PASS,172116,8196,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,3,stress,PASS,REJECT,PASS,PASS,172116,8196,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,3,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode
full,uart_command_bug,failing,3,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,4,stress,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,4,stress,PASS,REJECT,PASS,PASS,172116,8196,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,4,stress,PASS,REJECT,PASS,PASS,172116,8196,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,4,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode
full,uart_command_bug,failing,4,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,failing,5,stress,PASS,REJECT,PASS,PASS,42,2,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,failing,5,stress,PASS,REJECT,PASS,PASS,172116,8196,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,failing,5,stress,PASS,REJECT,PASS,PASS,172116,8196,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,failing,5,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode
full,uart_command_bug,failing,5,stress,FAIL,REJECT,FAIL,FAIL,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,uart_command_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,uart_command_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
